transaction_id,account_id,transaction_type,amount
TXN01500001,ACC090703,TRANSFER,31486
TXN01500002,ACC028865,CREDIT,23902
TXN01500003,ACC100727,UPI,5090
TXN01500004,ACC065001,DEBIT,8106
TXN01500005,ACC038992,UPI,44406
TXN01500006,ACC126769,TRANSFER,34857
TXN01500007,ACC034522,DEBIT,9932
TXN01500008,ACC005152,UPI,39066
TXN01500009,ACC078343,DEBIT,8090
TXN01500010,ACC016778,UPI,38011
TXN01500011,ACC126576,TRANSFER,47044
TXN01500012,ACC145926,TRANSFER,22544
TXN01500013,ACC148738,UPI,15605
TXN01500014,ACC105081,UPI,45127
TXN01500015,ACC073316,DEBIT,10267
TXN01500016,ACC115728,UPI,31981
TXN01500017,ACC105504,TRANSFER,36100
TXN01500018,ACC144553,CREDIT,44316
TXN01500019,ACC057759,CREDIT,4431
TXN01500020,ACC025588,UPI,36961
TXN01500021,ACC012472,CREDIT,29645
TXN01500022,ACC058923,TRANSFER,935
TXN01500023,ACC038743,UPI,2094
TXN01500024,ACC092153,DEBIT,49862
TXN01500025,ACC122362,CREDIT,27635
TXN01500026,ACC060121,TRANSFER,21417
TXN01500027,ACC004044,CREDIT,30186
TXN01500028,ACC103600,CREDIT,49196
TXN01500029,ACC056759,DEBIT,11236
TXN01500030,ACC042479,CREDIT,41323
TXN01500031,ACC035398,CREDIT,44463
TXN01500032,ACC014922,TRANSFER,41297
TXN01500033,ACC021830,TRANSFER,38800
TXN01500034,ACC141773,DEBIT,33638
TXN01500035,ACC005851,DEBIT,43603
TXN01500036,ACC031045,DEBIT,47391
TXN01500037,ACC115472,TRANSFER,34318
TXN01500038,ACC019043,CREDIT,8093
TXN01500039,ACC074955,DEBIT,37698
TXN01500040,ACC074843,TRANSFER,3326
TXN01500041,ACC022952,DEBIT,23327
TXN01500042,ACC068548,CREDIT,36201
TXN01500043,ACC032261,DEBIT,42459
TXN01500044,ACC008913,CREDIT,33170
TXN01500045,ACC107174,DEBIT,48634
TXN01500046,ACC018608,DEBIT,34549
TXN01500047,ACC107398,CREDIT,38352
TXN01500048,ACC068904,TRANSFER,43848
TXN01500049,ACC114597,UPI,4295
TXN01500050,ACC108506,TRANSFER,27513
TXN01500051,ACC018064,UPI,19628
TXN01500052,ACC062275,DEBIT,48414
TXN01500053,ACC045209,CREDIT,11638
TXN01500054,ACC031568,DEBIT,43894
TXN01500055,ACC052914,DEBIT,32485
TXN01500056,ACC070926,UPI,24346
TXN01500057,ACC076113,UPI,42413
TXN01500058,ACC110807,DEBIT,49288
TXN01500059,ACC016232,DEBIT,33000
TXN01500060,ACC031787,DEBIT,19440
TXN01500061,ACC058085,TRANSFER,29223
TXN01500062,ACC073802,DEBIT,15600
TXN01500063,ACC119787,CREDIT,18544
TXN01500064,ACC010871,UPI,37000
TXN01500065,ACC107386,CREDIT,11417
TXN01500066,ACC068794,TRANSFER,8010
TXN01500067,ACC121782,TRANSFER,14266
TXN01500068,ACC049101,CREDIT,27786
TXN01500069,ACC004667,TRANSFER,29287
TXN01500070,ACC027939,UPI,37145
TXN01500071,ACC023276,CREDIT,14722
TXN01500072,ACC083308,TRANSFER,48561
TXN01500073,ACC149945,UPI,49967
TXN01500074,ACC092359,DEBIT,40249
TXN01500075,ACC031546,DEBIT,19711
TXN01500076,ACC016928,CREDIT,33430
TXN01500077,ACC082436,UPI,47838
TXN01500078,ACC078181,TRANSFER,28138
TXN01500079,ACC046373,DEBIT,11737
TXN01500080,ACC106496,CREDIT,45269
TXN01500081,ACC114423,UPI,2302
TXN01500082,ACC079178,TRANSFER,19487
