transaction_id,account_id,transaction_type,amount
TXN01600001,ACC125206,DEBIT,22378
TXN01600002,ACC138418,CREDIT,46657
TXN01600003,ACC103034,DEBIT,42787
TXN01600004,ACC017729,DEBIT,218
TXN01600005,ACC035040,TRANSFER,21004
TXN01600006,ACC052372,DEBIT,41088
TXN01600007,ACC022950,TRANSFER,22764
TXN01600008,ACC089023,CREDIT,38199
TXN01600009,ACC135175,DEBIT,47725
TXN01600010,ACC117188,TRANSFER,32077
TXN01600011,ACC012420,TRANSFER,18181
TXN01600012,ACC064452,TRANSFER,6702
TXN01600013,ACC078854,CREDIT,36847
TXN01600014,ACC054375,CREDIT,21020
TXN01600015,ACC127236,DEBIT,17504
TXN01600016,ACC022519,TRANSFER,45778
TXN01600017,ACC138229,DEBIT,41584
TXN01600018,ACC034870,CREDIT,35951
TXN01600019,ACC134473,CREDIT,46542
TXN01600020,ACC130957,DEBIT,40320
TXN01600021,ACC099521,UPI,14408
TXN01600022,ACC024242,CREDIT,21953
TXN01600023,ACC041360,UPI,11001
TXN01600024,ACC062501,DEBIT,1525
TXN01600025,ACC125774,DEBIT,29112
TXN01600026,ACC095526,UPI,19440
TXN01600027,ACC067061,TRANSFER,17897
TXN01600028,ACC034412,DEBIT,473
TXN01600029,ACC028529,CREDIT,49811
TXN01600030,ACC092042,TRANSFER,17148
TXN01600031,ACC099506,UPI,38213
TXN01600032,ACC105950,DEBIT,17117
TXN01600033,ACC142986,UPI,7926
TXN01600034,ACC088431,CREDIT,46094
TXN01600035,ACC051403,UPI,45481
TXN01600036,ACC067421,CREDIT,47357
TXN01600037,ACC067232,CREDIT,29708
TXN01600038,ACC007262,UPI,24337
TXN01600039,ACC054905,DEBIT,25304
TXN01600040,ACC145052,UPI,12656
TXN01600041,ACC103969,UPI,19125
TXN01600042,ACC136974,CREDIT,19465
TXN01600043,ACC019625,UPI,41106
TXN01600044,ACC092687,TRANSFER,27709
TXN01600045,ACC047643,CREDIT,8043
TXN01600046,ACC038988,TRANSFER,14364
TXN01600047,ACC120568,UPI,15644
TXN01600048,ACC102698,UPI,9606
TXN01600049,ACC059724,CREDIT,35088
TXN01600050,ACC051943,UPI,29838
TXN01600051,ACC040618,DEBIT,39472
TXN01600052,ACC086073,TRANSFER,12224
TXN01600053,ACC074319,CREDIT,29773
TXN01600054,ACC103197,DEBIT,45108
TXN01600055,ACC129587,UPI,11653
TXN01600056,ACC114803,DEBIT,38458
TXN01600057,ACC022722,CREDIT,44081
TXN01600058,ACC137362,UPI,38602
TXN01600059,ACC059222,DEBIT,19499
TXN01600060,ACC144395,UPI,24642
TXN01600061,ACC127466,DEBIT,5261
TXN01600062,ACC006877,UPI,38620
TXN01600063,ACC000901,CREDIT,1826
TXN01600064,ACC019135,UPI,25389
TXN01600065,ACC032730,UPI,47697
TXN01600066,ACC002126,DEBIT,39356
TXN01600067,ACC027660,UPI,32631
TXN01600068,ACC089990,TRANSFER,9302
TXN01600069,ACC084125,DEBIT,36634
TXN01600070,ACC005294,UPI,9922
TXN01600071,ACC075059,DEBIT,23473
TXN01600072,ACC018181,TRANSFER,29440
TXN01600073,ACC057566,TRANSFER,39948
TXN01600074,ACC059054,DEBIT,43857
TXN01600075,ACC086739,CREDIT,28749
TXN01600076,ACC045708,UPI,20236
TXN01600077,ACC060979,UPI,7928
TXN01600078,ACC051092,UPI,38211
TXN01600079,ACC132386,TRANSFER,45146
TXN01600080,ACC073105,UPI,18142
TXN01600081,ACC061648,UPI,10524
TXN01600082,ACC058733,TRANSFER,19047
TXN01600083,ACC120216,CREDIT,34087
TXN01600084,ACC080498,UPI,24432
TXN01600085,ACC013317,DEBIT,45392
TXN01600086,ACC008868,CREDIT,23282
TXN01600087,ACC116643,TRANSFER,2782
TXN01600088,ACC095064,TRANSFER,29010
