transaction_id,account_id,transaction_type,amount
TXN00900001,ACC041440,DEBIT,1416
TXN00900002,ACC113797,CREDIT,30147
TXN00900003,ACC002194,UPI,10836
TXN00900004,ACC088879,DEBIT,7815
TXN00900005,ACC065363,TRANSFER,10176
TXN00900006,ACC096478,DEBIT,22892
TXN00900007,ACC100031,CREDIT,8770
TXN00900008,ACC097703,CREDIT,25104
TXN00900009,ACC068206,DEBIT,31904
TXN00900010,ACC057541,DEBIT,34829
TXN00900011,ACC125933,CREDIT,39851
TXN00900012,ACC079092,UPI,31751
TXN00900013,ACC147546,CREDIT,32335
TXN00900014,ACC009640,TRANSFER,47248
TXN00900015,ACC049819,CREDIT,40068
TXN00900016,ACC081510,DEBIT,38484
TXN00900017,ACC042466,DEBIT,47985
TXN00900018,ACC020338,DEBIT,14834
TXN00900019,ACC049765,DEBIT,31388
TXN00900020,ACC000256,CREDIT,32738
TXN00900021,ACC056029,DEBIT,42430
TXN00900022,ACC030373,CREDIT,9705
TXN00900023,ACC050134,DEBIT,36742
TXN00900024,ACC059351,TRANSFER,11053
TXN00900025,ACC076998,TRANSFER,20955
TXN00900026,ACC087036,CREDIT,21108
TXN00900027,ACC054521,TRANSFER,49551
TXN00900028,ACC089084,TRANSFER,20261
TXN00900029,ACC116580,DEBIT,45355
TXN00900030,ACC000255,CREDIT,28770
TXN00900031,ACC069451,TRANSFER,27983
TXN00900032,ACC143871,TRANSFER,16439
TXN00900033,ACC094225,TRANSFER,40890
TXN00900034,ACC033583,TRANSFER,47034
TXN00900035,ACC024048,TRANSFER,34683
TXN00900036,ACC006981,DEBIT,41037
TXN00900037,ACC101551,CREDIT,38110
TXN00900038,ACC085581,DEBIT,26645
TXN00900039,ACC114468,CREDIT,8051
TXN00900040,ACC010136,DEBIT,24347
TXN00900041,ACC051692,TRANSFER,1613
TXN00900042,ACC011946,TRANSFER,1000
TXN00900043,ACC016528,TRANSFER,33289
TXN00900044,ACC032213,UPI,47242
TXN00900045,ACC057511,CREDIT,14635
TXN00900046,ACC017132,CREDIT,27009
TXN00900047,ACC124384,DEBIT,49000
TXN00900048,ACC005794,TRANSFER,29523
TXN00900049,ACC115432,DEBIT,22107
TXN00900050,ACC042529,UPI,48987
TXN00900051,ACC146946,DEBIT,12248
TXN00900052,ACC006364,DEBIT,40195
TXN00900053,ACC062791,CREDIT,10122
TXN00900054,ACC000439,CREDIT,35742
TXN00900055,ACC006674,DEBIT,18504
TXN00900056,ACC031555,CREDIT,31685
TXN00900057,ACC062949,CREDIT,4165
TXN00900058,ACC007748,CREDIT,43262
TXN00900059,ACC145558,CREDIT,47667
TXN00900060,ACC027703,CREDIT,42446
TXN00900061,ACC025685,CREDIT,23155
TXN00900062,ACC070245,UPI,18676
TXN00900063,ACC006558,UPI,34144
TXN00900064,ACC080792,TRANSFER,48769
TXN00900065,ACC135825,TRANSFER,19790
TXN00900066,ACC076924,CREDIT,42234
TXN00900067,ACC077946,CREDIT,24962
TXN00900068,ACC018467,DEBIT,30366
TXN00900069,ACC068653,TRANSFER,49610
TXN00900070,ACC084079,UPI,1111
TXN00900071,ACC007905,UPI,26056
TXN00900072,ACC028889,CREDIT,37216
TXN00900073,ACC017531,TRANSFER,40567
TXN00900074,ACC043967,CREDIT,2165
TXN00900075,ACC084788,CREDIT,24317
TXN00900076,ACC076662,CREDIT,27228
TXN00900077,ACC069486,UPI,37134
TXN00900078,ACC090948,TRANSFER,10324
TXN00900079,ACC068190,DEBIT,8082
TXN00900080,ACC078099,CREDIT,45704
TXN00900081,ACC111234,TRANSFER,3530
TXN00900082,ACC136627,TRANSFER,11108
TXN00900083,ACC090099,TRANSFER,17174
TXN00900084,ACC118909,TRANSFER,20749
TXN00900085,ACC061672,UPI,5850
TXN00900086,ACC102492,CREDIT,37914
TXN00900087,ACC038944,CREDIT,11893
TXN00900088,ACC058566,TRANSFER,11212
TXN00900089,ACC115729,CREDIT,6215
TXN00900090,ACC043003,DEBIT,39352
TXN00900091,ACC115374,TRANSFER,34229
TXN00900092,ACC129816,CREDIT,10113
TXN00900093,ACC127504,DEBIT,10035
TXN00900094,ACC142365,TRANSFER,30789
TXN00900095,ACC052500,CREDIT,45509
TXN00900096,ACC112341,UPI,6046
TXN00900097,ACC029013,TRANSFER,3933
TXN00900098,ACC136093,DEBIT,36196
TXN00900099,ACC069212,DEBIT,20981
TXN00900100,ACC072188,UPI,47201
TXN00900101,ACC030080,DEBIT,35436
TXN00900102,ACC097534,CREDIT,37702
TXN00900103,ACC092047,TRANSFER,43984
TXN00900104,ACC049291,DEBIT,14495
TXN00900105,ACC098007,CREDIT,4676
TXN00900106,ACC011472,UPI,29272
TXN00900107,ACC020858,UPI,20525
TXN00900108,ACC020642,CREDIT,7395
TXN00900109,ACC002142,TRANSFER,19503
TXN00900110,ACC036648,UPI,28422
TXN00900111,ACC111066,UPI,25866
TXN00900112,ACC141375,UPI,28148
TXN00900113,ACC045242,UPI,12888
TXN00900114,ACC058406,UPI,20846
TXN00900115,ACC007029,UPI,15058
TXN00900116,ACC027913,UPI,17073
TXN00900117,ACC001471,CREDIT,39701
TXN00900118,ACC147505,CREDIT,34980
TXN00900119,ACC033294,UPI,16179
TXN00900120,ACC095591,DEBIT,13853
TXN00900121,ACC083109,CREDIT,28848
TXN00900122,ACC138230,TRANSFER,46496
TXN00900123,ACC149792,CREDIT,27491
TXN00900124,ACC139386,UPI,45004
TXN00900125,ACC042414,UPI,18038
TXN00900126,ACC138924,CREDIT,47944
TXN00900127,ACC017592,UPI,17798
TXN00900128,ACC044363,DEBIT,16556
TXN00900129,ACC021216,UPI,35006
TXN00900130,ACC033532,UPI,12212
TXN00900131,ACC086401,UPI,47861
TXN00900132,ACC066197,DEBIT,23378
TXN00900133,ACC020969,DEBIT,46693
TXN00900134,ACC034881,UPI,5269
TXN00900135,ACC058169,CREDIT,40070
TXN00900136,ACC120454,DEBIT,19180
TXN00900137,ACC130986,TRANSFER,35264
TXN00900138,ACC144459,CREDIT,38935
TXN00900139,ACC089402,CREDIT,28648
TXN00900140,ACC058952,TRANSFER,23290
TXN00900141,ACC127355,TRANSFER,10450
TXN00900142,ACC110539,DEBIT,28886
TXN00900143,ACC092534,TRANSFER,23992
TXN00900144,ACC145394,TRANSFER,33147
TXN00900145,ACC008317,TRANSFER,16427
TXN00900146,ACC009319,UPI,30527
TXN00900147,ACC087594,CREDIT,46492
TXN00900148,ACC037619,UPI,44577
TXN00900149,ACC068948,TRANSFER,14906
TXN00900150,ACC077344,DEBIT,19510
TXN00900151,ACC145180,DEBIT,41715
TXN00900152,ACC012612,UPI,14090
TXN00900153,ACC074743,CREDIT,13664
TXN00900154,ACC000149,TRANSFER,10046
TXN00900155,ACC033509,DEBIT,5868
TXN00900156,ACC003166,UPI,13524
TXN00900157,ACC011302,TRANSFER,37868
TXN00900158,ACC082807,TRANSFER,42266
TXN00900159,ACC106018,UPI,45897
TXN00900160,ACC054928,TRANSFER,39498
TXN00900161,ACC030216,CREDIT,14189
TXN00900162,ACC120032,UPI,1242
TXN00900163,ACC112484,CREDIT,9882
TXN00900164,ACC048625,TRANSFER,19402
TXN00900165,ACC081387,DEBIT,45607
