transaction_id,account_id,transaction_type,amount
TXN01800001,ACC037021,DEBIT,22299
TXN01800002,ACC018561,TRANSFER,29618
TXN01800003,ACC136118,UPI,43452
TXN01800004,ACC073535,CREDIT,10776
TXN01800005,ACC007107,DEBIT,12478
TXN01800006,ACC022697,TRANSFER,11762
TXN01800007,ACC010378,TRANSFER,28938
TXN01800008,ACC104038,TRANSFER,23181
TXN01800009,ACC085253,CREDIT,18949
TXN01800010,ACC009161,CREDIT,48856
TXN01800011,ACC141858,CREDIT,14251
TXN01800012,ACC085446,CREDIT,24467
TXN01800013,ACC134467,CREDIT,35522
TXN01800014,ACC046046,UPI,6145
TXN01800015,ACC114625,DEBIT,25702
TXN01800016,ACC053066,UPI,43115
TXN01800017,ACC051778,TRANSFER,41951
TXN01800018,ACC113837,CREDIT,31808
TXN01800019,ACC148714,TRANSFER,41632
TXN01800020,ACC006740,CREDIT,26499
TXN01800021,ACC122779,UPI,4253
TXN01800022,ACC056035,DEBIT,16316
TXN01800023,ACC093870,DEBIT,14210
TXN01800024,ACC046858,UPI,48211
TXN01800025,ACC131676,TRANSFER,18208
TXN01800026,ACC034093,UPI,23659
TXN01800027,ACC142136,TRANSFER,30138
TXN01800028,ACC119164,UPI,46519
TXN01800029,ACC060548,TRANSFER,11427
TXN01800030,ACC020280,DEBIT,38616
TXN01800031,ACC087482,CREDIT,11462
TXN01800032,ACC128117,TRANSFER,49932
TXN01800033,ACC019006,UPI,28926
TXN01800034,ACC102065,DEBIT,23577
TXN01800035,ACC111266,TRANSFER,33436
TXN01800036,ACC115535,TRANSFER,25562
TXN01800037,ACC061256,CREDIT,31598
TXN01800038,ACC119559,TRANSFER,47729
TXN01800039,ACC076765,DEBIT,8823
TXN01800040,ACC006547,UPI,13465
TXN01800041,ACC099323,TRANSFER,24119
TXN01800042,ACC076885,DEBIT,20131
TXN01800043,ACC134455,CREDIT,40702
TXN01800044,ACC116620,UPI,47172
TXN01800045,ACC067447,TRANSFER,42968
TXN01800046,ACC147350,DEBIT,15212
TXN01800047,ACC089058,CREDIT,31980
TXN01800048,ACC027861,DEBIT,3478
TXN01800049,ACC126062,CREDIT,481
TXN01800050,ACC122136,CREDIT,27201
TXN01800051,ACC034872,UPI,2613
TXN01800052,ACC101696,TRANSFER,46524
TXN01800053,ACC117186,UPI,49126
TXN01800054,ACC128034,UPI,14192
TXN01800055,ACC093433,UPI,190
TXN01800056,ACC034196,CREDIT,48323
TXN01800057,ACC013507,CREDIT,29697
TXN01800058,ACC040118,UPI,47811
TXN01800059,ACC108852,TRANSFER,47126
TXN01800060,ACC117924,TRANSFER,14801
TXN01800061,ACC041058,DEBIT,47332
TXN01800062,ACC015683,DEBIT,7395
TXN01800063,ACC005567,DEBIT,43663
TXN01800064,ACC047907,UPI,20442
TXN01800065,ACC111340,TRANSFER,36901
TXN01800066,ACC055287,TRANSFER,48720
TXN01800067,ACC076056,DEBIT,9262
TXN01800068,ACC018110,UPI,16399
TXN01800069,ACC059983,DEBIT,39360
TXN01800070,ACC148991,CREDIT,46818
TXN01800071,ACC057531,CREDIT,16975
TXN01800072,ACC063223,DEBIT,26217
TXN01800073,ACC010562,UPI,33755
TXN01800074,ACC036194,UPI,20985
TXN01800075,ACC016164,TRANSFER,22487
TXN01800076,ACC107197,TRANSFER,32149
TXN01800077,ACC148770,TRANSFER,34871
TXN01800078,ACC013091,DEBIT,18183
TXN01800079,ACC113753,DEBIT,40640
TXN01800080,ACC127608,TRANSFER,35711
TXN01800081,ACC096263,DEBIT,9804
TXN01800082,ACC072681,UPI,24911
TXN01800083,ACC079159,TRANSFER,11764
TXN01800084,ACC063932,DEBIT,37320
TXN01800085,ACC092398,CREDIT,30737
TXN01800086,ACC085717,UPI,24704
TXN01800087,ACC035092,TRANSFER,4309
TXN01800088,ACC084048,UPI,37670
TXN01800089,ACC132433,UPI,39599
TXN01800090,ACC007309,UPI,41978
TXN01800091,ACC017677,CREDIT,46930
TXN01800092,ACC009716,TRANSFER,29498
TXN01800093,ACC124190,UPI,15113
TXN01800094,ACC097160,DEBIT,16705
TXN01800095,ACC117379,UPI,34374
TXN01800096,ACC097851,CREDIT,42384
TXN01800097,ACC026813,UPI,11741
TXN01800098,ACC086242,CREDIT,18798
TXN01800099,ACC064844,DEBIT,2550
TXN01800100,ACC009773,CREDIT,26321
TXN01800101,ACC065457,TRANSFER,19127
TXN01800102,ACC132256,TRANSFER,20965
TXN01800103,ACC096842,TRANSFER,29624
TXN01800104,ACC044449,CREDIT,32789
TXN01800105,ACC076219,DEBIT,4124
TXN01800106,ACC071633,UPI,33543
TXN01800107,ACC099301,TRANSFER,11579
TXN01800108,ACC094376,TRANSFER,45967
TXN01800109,ACC042677,UPI,9728
TXN01800110,ACC101298,CREDIT,28342
TXN01800111,ACC115491,TRANSFER,32538
TXN01800112,ACC054670,CREDIT,40354
TXN01800113,ACC068927,DEBIT,1079
TXN01800114,ACC000904,TRANSFER,16180
TXN01800115,ACC030734,CREDIT,36444
TXN01800116,ACC109181,UPI,6999
TXN01800117,ACC142953,DEBIT,34401
TXN01800118,ACC098316,DEBIT,35924
TXN01800119,ACC122930,CREDIT,39724
TXN01800120,ACC106467,TRANSFER,38178
TXN01800121,ACC004951,DEBIT,39506
TXN01800122,ACC070025,CREDIT,19830
TXN01800123,ACC041138,CREDIT,14441
TXN01800124,ACC027466,DEBIT,40213
TXN01800125,ACC103712,UPI,12665
TXN01800126,ACC095100,TRANSFER,27639
TXN01800127,ACC012125,TRANSFER,25905
TXN01800128,ACC109256,CREDIT,33845
TXN01800129,ACC043082,DEBIT,32873
TXN01800130,ACC002813,UPI,784
TXN01800131,ACC112409,UPI,38076
TXN01800132,ACC002311,TRANSFER,27883
TXN01800133,ACC135007,CREDIT,16524
TXN01800134,ACC062753,UPI,21017
TXN01800135,ACC065725,CREDIT,13569
TXN01800136,ACC112741,UPI,42985
TXN01800137,ACC083596,DEBIT,23133
TXN01800138,ACC060274,TRANSFER,41773
TXN01800139,ACC132916,UPI,23758
TXN01800140,ACC008017,CREDIT,35510
TXN01800141,ACC091759,CREDIT,48286
TXN01800142,ACC067012,TRANSFER,27276
TXN01800143,ACC036708,TRANSFER,28404
TXN01800144,ACC043332,CREDIT,35318
TXN01800145,ACC107539,TRANSFER,43990
TXN01800146,ACC053349,CREDIT,48100
TXN01800147,ACC058910,UPI,9185
TXN01800148,ACC094159,DEBIT,26001
TXN01800149,ACC005022,CREDIT,4450
TXN01800150,ACC027134,CREDIT,28226
TXN01800151,ACC001132,DEBIT,16426
TXN01800152,ACC087458,TRANSFER,38045
TXN01800153,ACC130098,CREDIT,47708
TXN01800154,ACC051114,TRANSFER,23444
TXN01800155,ACC007588,TRANSFER,20990
TXN01800156,ACC073564,TRANSFER,49096
TXN01800157,ACC114031,CREDIT,2015
TXN01800158,ACC052345,UPI,15894
TXN01800159,ACC080684,CREDIT,32536
TXN01800160,ACC111177,DEBIT,4481
TXN01800161,ACC060633,DEBIT,33358
TXN01800162,ACC095985,TRANSFER,30496
TXN01800163,ACC089986,CREDIT,19423
TXN01800164,ACC106025,CREDIT,47170
TXN01800165,ACC120853,DEBIT,43240
TXN01800166,ACC122115,TRANSFER,41998
TXN01800167,ACC100502,DEBIT,44496
TXN01800168,ACC059242,CREDIT,13446
TXN01800169,ACC124485,TRANSFER,49676
TXN01800170,ACC129009,CREDIT,10291
TXN01800171,ACC009090,DEBIT,28437
TXN01800172,ACC031543,TRANSFER,632
TXN01800173,ACC041126,DEBIT,32379
TXN01800174,ACC128591,TRANSFER,22213
TXN01800175,ACC070490,CREDIT,43760
TXN01800176,ACC141580,UPI,14857
TXN01800177,ACC007375,DEBIT,16161
TXN01800178,ACC065189,DEBIT,17613
TXN01800179,ACC118454,TRANSFER,16639
TXN01800180,ACC014434,UPI,39286
TXN01800181,ACC077018,UPI,16069
TXN01800182,ACC113601,TRANSFER,24311
TXN01800183,ACC031884,UPI,15978
TXN01800184,ACC012122,TRANSFER,28850
TXN01800185,ACC042417,CREDIT,14846
TXN01800186,ACC068867,DEBIT,4054
TXN01800187,ACC011138,UPI,9559
TXN01800188,ACC130198,TRANSFER,36568
TXN01800189,ACC055611,DEBIT,39169
TXN01800190,ACC013267,UPI,25765
TXN01800191,ACC019044,DEBIT,15
TXN01800192,ACC003370,UPI,10680
TXN01800193,ACC092764,CREDIT,44058
TXN01800194,ACC145948,TRANSFER,23343
TXN01800195,ACC110937,UPI,21065
TXN01800196,ACC113173,CREDIT,5365
TXN01800197,ACC022842,DEBIT,18594
TXN01800198,ACC072443,CREDIT,4365
TXN01800199,ACC133445,UPI,14414
TXN01800200,ACC028218,CREDIT,26749
TXN01800201,ACC128302,TRANSFER,17780
TXN01800202,ACC104958,TRANSFER,44721
TXN01800203,ACC007511,TRANSFER,39937
TXN01800204,ACC025563,CREDIT,42829
TXN01800205,ACC092552,UPI,18449
TXN01800206,ACC039234,TRANSFER,9820
TXN01800207,ACC086153,TRANSFER,31639
TXN01800208,ACC124432,DEBIT,41265
TXN01800209,ACC102592,CREDIT,42146
TXN01800210,ACC143535,DEBIT,33254
TXN01800211,ACC085271,UPI,36639
TXN01800212,ACC068334,TRANSFER,17303
TXN01800213,ACC004449,CREDIT,5548
TXN01800214,ACC119904,TRANSFER,13357
TXN01800215,ACC081679,TRANSFER,30979
TXN01800216,ACC065367,DEBIT,26332
TXN01800217,ACC116624,DEBIT,3982
TXN01800218,ACC144650,TRANSFER,1069
TXN01800219,ACC046599,CREDIT,40670
TXN01800220,ACC066611,UPI,25037
TXN01800221,ACC116614,DEBIT,25620
TXN01800222,ACC114359,DEBIT,47490
TXN01800223,ACC008774,TRANSFER,31040
TXN01800224,ACC125169,CREDIT,45706
TXN01800225,ACC046319,TRANSFER,19148
TXN01800226,ACC004373,CREDIT,40614
TXN01800227,ACC011006,UPI,42806
TXN01800228,ACC131197,UPI,21606
TXN01800229,ACC045530,UPI,13705
TXN01800230,ACC093559,TRANSFER,5757
TXN01800231,ACC085269,CREDIT,11361
TXN01800232,ACC101884,UPI,4959
TXN01800233,ACC048728,UPI,48211
TXN01800234,ACC048664,DEBIT,13509
TXN01800235,ACC045865,UPI,29250
TXN01800236,ACC038672,DEBIT,29255
TXN01800237,ACC081058,TRANSFER,47830
TXN01800238,ACC131220,CREDIT,272
TXN01800239,ACC146509,UPI,8768
TXN01800240,ACC121160,DEBIT,42953
TXN01800241,ACC071098,DEBIT,16220
TXN01800242,ACC114517,UPI,47848
TXN01800243,ACC008452,CREDIT,41985
TXN01800244,ACC089504,UPI,24417
TXN01800245,ACC066520,DEBIT,8566
TXN01800246,ACC095843,UPI,9702
TXN01800247,ACC115457,TRANSFER,8321
TXN01800248,ACC064231,DEBIT,42036
TXN01800249,ACC038356,UPI,23683
TXN01800250,ACC026744,CREDIT,24749
TXN01800251,ACC124118,DEBIT,8962
TXN01800252,ACC016346,UPI,20453
TXN01800253,ACC123872,TRANSFER,18622
TXN01800254,ACC069799,DEBIT,23319
TXN01800255,ACC144172,DEBIT,7027
TXN01800256,ACC070055,TRANSFER,18232
TXN01800257,ACC047341,UPI,39225
TXN01800258,ACC094747,UPI,35366
TXN01800259,ACC046158,CREDIT,20144
TXN01800260,ACC106454,TRANSFER,49738
TXN01800261,ACC146500,DEBIT,43602
TXN01800262,ACC126946,CREDIT,18720
TXN01800263,ACC032030,UPI,15826
TXN01800264,ACC090844,CREDIT,31899
TXN01800265,ACC122827,DEBIT,45237
TXN01800266,ACC075863,CREDIT,25775
TXN01800267,ACC089781,UPI,34357
TXN01800268,ACC112668,DEBIT,9064
TXN01800269,ACC042666,CREDIT,19911
TXN01800270,ACC147099,TRANSFER,34067
TXN01800271,ACC032290,DEBIT,4320
TXN01800272,ACC009808,UPI,29803
TXN01800273,ACC080593,TRANSFER,37983
TXN01800274,ACC025025,DEBIT,7619
TXN01800275,ACC085996,UPI,39212
TXN01800276,ACC066720,CREDIT,15724
TXN01800277,ACC092481,CREDIT,49252
TXN01800278,ACC060156,DEBIT,18805
TXN01800279,ACC079321,UPI,31407
TXN01800280,ACC022657,CREDIT,37716
TXN01800281,ACC066154,CREDIT,10285
TXN01800282,ACC057737,DEBIT,41866
TXN01800283,ACC124738,UPI,22872
TXN01800284,ACC039713,UPI,39399
TXN01800285,ACC077137,UPI,8350
TXN01800286,ACC053979,CREDIT,1213
TXN01800287,ACC144717,UPI,24523
TXN01800288,ACC071275,UPI,18548
TXN01800289,ACC136566,UPI,41282
TXN01800290,ACC024214,TRANSFER,39644
TXN01800291,ACC110740,CREDIT,45694
TXN01800292,ACC136525,DEBIT,41857
TXN01800293,ACC008558,UPI,22801
TXN01800294,ACC011145,CREDIT,39291
TXN01800295,ACC120079,UPI,18642
TXN01800296,ACC043524,UPI,15112
TXN01800297,ACC100247,TRANSFER,34372
TXN01800298,ACC070037,CREDIT,38778
TXN01800299,ACC120010,UPI,1621
TXN01800300,ACC076497,DEBIT,19888
TXN01800301,ACC042027,DEBIT,30444
TXN01800302,ACC143945,DEBIT,46669
TXN01800303,ACC024353,TRANSFER,30249
TXN01800304,ACC108515,DEBIT,4302
TXN01800305,ACC015721,TRANSFER,47320
TXN01800306,ACC139940,UPI,28264
TXN01800307,ACC105304,UPI,9726
TXN01800308,ACC048537,UPI,41360
TXN01800309,ACC148094,CREDIT,27967
