transaction_id,account_id,transaction_type,amount
TXN01000001,ACC047136,DEBIT,2581
TXN01000002,ACC037353,CREDIT,14371
TXN01000003,ACC013115,CREDIT,543
TXN01000004,ACC000606,CREDIT,49731
TXN01000005,ACC134245,DEBIT,45902
TXN01000006,ACC054397,DEBIT,46191
TXN01000007,ACC140347,DEBIT,24463
TXN01000008,ACC129905,TRANSFER,19029
TXN01000009,ACC135702,CREDIT,41379
TXN01000010,ACC120958,CREDIT,30088
TXN01000011,ACC063539,TRANSFER,21326
TXN01000012,ACC015505,CREDIT,11713
TXN01000013,ACC141960,DEBIT,14551
TXN01000014,ACC101575,DEBIT,36999
TXN01000015,ACC084740,TRANSFER,10369
TXN01000016,ACC031150,DEBIT,3913
TXN01000017,ACC005761,DEBIT,46734
TXN01000018,ACC089695,CREDIT,31540
TXN01000019,ACC024881,CREDIT,11134
TXN01000020,ACC090076,DEBIT,22069
TXN01000021,ACC003220,CREDIT,33876
TXN01000022,ACC078828,DEBIT,34859
TXN01000023,ACC069779,TRANSFER,4922
TXN01000024,ACC135640,CREDIT,43597
TXN01000025,ACC032831,UPI,29310
TXN01000026,ACC014688,DEBIT,15477
TXN01000027,ACC013437,DEBIT,30478
TXN01000028,ACC069096,TRANSFER,23051
TXN01000029,ACC106615,CREDIT,15636
TXN01000030,ACC135162,TRANSFER,40075
TXN01000031,ACC048023,UPI,34678
TXN01000032,ACC073313,UPI,4794
TXN01000033,ACC045338,CREDIT,29338
TXN01000034,ACC122300,TRANSFER,34139
TXN01000035,ACC062635,DEBIT,28266
TXN01000036,ACC128298,DEBIT,2636
TXN01000037,ACC104967,UPI,8227
TXN01000038,ACC117141,DEBIT,21317
TXN01000039,ACC032557,UPI,48994
TXN01000040,ACC143260,TRANSFER,25886
TXN01000041,ACC038554,UPI,10408
TXN01000042,ACC083010,CREDIT,38990
TXN01000043,ACC055597,UPI,27268
TXN01000044,ACC009985,CREDIT,31551
TXN01000045,ACC098716,CREDIT,29066
TXN01000046,ACC145071,UPI,8573
TXN01000047,ACC059821,CREDIT,28786
TXN01000048,ACC012379,TRANSFER,14170
TXN01000049,ACC003893,TRANSFER,3394
TXN01000050,ACC069492,CREDIT,17179
TXN01000051,ACC043519,DEBIT,35704
TXN01000052,ACC037316,CREDIT,15868
TXN01000053,ACC148174,UPI,2285
TXN01000054,ACC089797,TRANSFER,1232
TXN01000055,ACC095138,TRANSFER,38415
TXN01000056,ACC146921,DEBIT,18562
TXN01000057,ACC049350,CREDIT,5937
TXN01000058,ACC117736,TRANSFER,5780
TXN01000059,ACC080051,TRANSFER,46908
TXN01000060,ACC085632,DEBIT,11852
TXN01000061,ACC033956,CREDIT,15197
TXN01000062,ACC015638,DEBIT,35796
TXN01000063,ACC135587,DEBIT,2524
TXN01000064,ACC089808,TRANSFER,35261
TXN01000065,ACC134446,TRANSFER,15947
TXN01000066,ACC118461,UPI,11322
TXN01000067,ACC120446,CREDIT,37016
TXN01000068,ACC134094,UPI,849
TXN01000069,ACC056218,UPI,7878
TXN01000070,ACC148538,DEBIT,1532
TXN01000071,ACC046240,TRANSFER,39964
TXN01000072,ACC123276,CREDIT,45363
TXN01000073,ACC073442,UPI,21813
TXN01000074,ACC048895,CREDIT,35020
TXN01000075,ACC103029,CREDIT,34209
TXN01000076,ACC071071,TRANSFER,25750
TXN01000077,ACC016187,UPI,38051
TXN01000078,ACC121524,DEBIT,21171
TXN01000079,ACC111346,TRANSFER,42066
TXN01000080,ACC072965,CREDIT,23961
TXN01000081,ACC053481,CREDIT,1170
TXN01000082,ACC037835,CREDIT,38209
TXN01000083,ACC148381,UPI,8654
TXN01000084,ACC075938,CREDIT,44490
TXN01000085,ACC123741,TRANSFER,16922
TXN01000086,ACC051620,UPI,1367
TXN01000087,ACC036443,TRANSFER,12828
TXN01000088,ACC011639,CREDIT,12290
TXN01000089,ACC098766,DEBIT,18943
TXN01000090,ACC017308,CREDIT,25042
TXN01000091,ACC094804,UPI,27812
TXN01000092,ACC131337,UPI,30727
TXN01000093,ACC038519,TRANSFER,391
TXN01000094,ACC132185,TRANSFER,9682
TXN01000095,ACC084570,TRANSFER,17049
TXN01000096,ACC121301,CREDIT,10371
TXN01000097,ACC135937,UPI,26870
TXN01000098,ACC005942,DEBIT,18579
TXN01000099,ACC134864,TRANSFER,39245
TXN01000100,ACC117636,CREDIT,49607
TXN01000101,ACC099936,TRANSFER,4953
TXN01000102,ACC121759,CREDIT,17042
TXN01000103,ACC046428,CREDIT,6851
TXN01000104,ACC143059,CREDIT,41653
TXN01000105,ACC112163,DEBIT,47873
TXN01000106,ACC101103,TRANSFER,32581
TXN01000107,ACC083783,CREDIT,16686
TXN01000108,ACC038777,TRANSFER,46332
TXN01000109,ACC127367,UPI,49063
TXN01000110,ACC060200,CREDIT,7298
TXN01000111,ACC080689,UPI,27602
TXN01000112,ACC023003,DEBIT,723
TXN01000113,ACC023742,DEBIT,6331
TXN01000114,ACC111633,DEBIT,24371
TXN01000115,ACC011422,DEBIT,40936
TXN01000116,ACC069066,UPI,41379
TXN01000117,ACC069087,CREDIT,23345
TXN01000118,ACC091907,CREDIT,10036
TXN01000119,ACC126213,TRANSFER,26044
TXN01000120,ACC057940,CREDIT,29411
TXN01000121,ACC061583,UPI,26899
TXN01000122,ACC116251,DEBIT,33599
TXN01000123,ACC103854,DEBIT,3803
TXN01000124,ACC130433,CREDIT,29839
TXN01000125,ACC141219,UPI,41700
TXN01000126,ACC084121,TRANSFER,17209
TXN01000127,ACC054740,UPI,4208
TXN01000128,ACC113145,TRANSFER,16263
TXN01000129,ACC095969,TRANSFER,24664
TXN01000130,ACC051327,UPI,48477
TXN01000131,ACC106026,DEBIT,38800
TXN01000132,ACC125324,CREDIT,36851
TXN01000133,ACC100148,CREDIT,40291
TXN01000134,ACC059267,DEBIT,42708
TXN01000135,ACC041057,TRANSFER,13376
TXN01000136,ACC126633,DEBIT,14791
TXN01000137,ACC100640,DEBIT,33083
TXN01000138,ACC082698,TRANSFER,31793
TXN01000139,ACC112790,UPI,4108
TXN01000140,ACC107640,DEBIT,37832
TXN01000141,ACC039220,UPI,25835
TXN01000142,ACC058852,TRANSFER,35720
TXN01000143,ACC021690,CREDIT,9932
TXN01000144,ACC000679,TRANSFER,36373
TXN01000145,ACC021874,UPI,37222
TXN01000146,ACC012038,DEBIT,27805
TXN01000147,ACC028525,CREDIT,21540
TXN01000148,ACC142779,DEBIT,18871
TXN01000149,ACC059169,TRANSFER,11179
TXN01000150,ACC149701,TRANSFER,29103
TXN01000151,ACC081545,UPI,16621
TXN01000152,ACC047996,DEBIT,48236
TXN01000153,ACC066189,TRANSFER,6939
TXN01000154,ACC036716,DEBIT,8925
