transaction_id,account_id,transaction_type,amount
TXN00300001,ACC002672,CREDIT,11960
TXN00300002,ACC046848,TRANSFER,10743
TXN00300003,ACC048667,UPI,13543
TXN00300004,ACC113295,DEBIT,43947
TXN00300005,ACC046012,UPI,32528
TXN00300006,ACC126806,DEBIT,39231
TXN00300007,ACC112499,CREDIT,30982
TXN00300008,ACC041898,UPI,29070
TXN00300009,ACC057906,DEBIT,42379
TXN00300010,ACC126770,UPI,25862
TXN00300011,ACC094198,DEBIT,35819
TXN00300012,ACC062048,UPI,5105
TXN00300013,ACC006141,CREDIT,46736
TXN00300014,ACC091473,UPI,10507
TXN00300015,ACC063456,TRANSFER,42698
TXN00300016,ACC055515,CREDIT,5761
TXN00300017,ACC116935,UPI,1230
TXN00300018,ACC112623,UPI,35203
TXN00300019,ACC038376,DEBIT,38119
TXN00300020,ACC045435,UPI,5819
TXN00300021,ACC038798,DEBIT,43337
TXN00300022,ACC090137,TRANSFER,43974
TXN00300023,ACC027786,CREDIT,15577
TXN00300024,ACC146002,TRANSFER,19549
TXN00300025,ACC030970,UPI,31198
TXN00300026,ACC054356,UPI,9504
TXN00300027,ACC042358,DEBIT,31089
TXN00300028,ACC026600,TRANSFER,14047
TXN00300029,ACC098307,TRANSFER,35754
TXN00300030,ACC016550,DEBIT,33335
TXN00300031,ACC110391,DEBIT,19311
TXN00300032,ACC015130,DEBIT,7784
TXN00300033,ACC116226,DEBIT,16423
TXN00300034,ACC042478,CREDIT,8168
TXN00300035,ACC090501,UPI,47992
TXN00300036,ACC014535,CREDIT,21231
TXN00300037,ACC086968,CREDIT,43829
TXN00300038,ACC127329,DEBIT,24319
TXN00300039,ACC005044,TRANSFER,11982
TXN00300040,ACC079964,DEBIT,34528
TXN00300041,ACC102349,CREDIT,12372
TXN00300042,ACC073107,UPI,32741
TXN00300043,ACC029300,TRANSFER,5746
TXN00300044,ACC131494,UPI,12571
TXN00300045,ACC073135,DEBIT,13514
TXN00300046,ACC082257,TRANSFER,4218
TXN00300047,ACC092719,DEBIT,24228
TXN00300048,ACC042391,TRANSFER,36088
TXN00300049,ACC146942,TRANSFER,35146
TXN00300050,ACC120449,UPI,9691
TXN00300051,ACC043830,CREDIT,14295
TXN00300052,ACC026457,TRANSFER,43211
TXN00300053,ACC104341,CREDIT,10328
TXN00300054,ACC033043,DEBIT,48726
TXN00300055,ACC061458,CREDIT,34439
TXN00300056,ACC073156,TRANSFER,1427
TXN00300057,ACC141911,DEBIT,45438
TXN00300058,ACC069450,DEBIT,967
TXN00300059,ACC080701,DEBIT,45904
TXN00300060,ACC008129,DEBIT,24796
TXN00300061,ACC048695,UPI,16273
TXN00300062,ACC096341,TRANSFER,36178
TXN00300063,ACC048660,CREDIT,26565
TXN00300064,ACC113937,TRANSFER,1660
TXN00300065,ACC035161,TRANSFER,47456
TXN00300066,ACC129927,CREDIT,18058
TXN00300067,ACC026685,TRANSFER,39104
TXN00300068,ACC023937,DEBIT,19781
TXN00300069,ACC006548,UPI,4787
TXN00300070,ACC075058,CREDIT,28487
TXN00300071,ACC064525,TRANSFER,5504
TXN00300072,ACC066815,UPI,36562
TXN00300073,ACC067669,UPI,25424
TXN00300074,ACC037120,CREDIT,22471
TXN00300075,ACC073883,DEBIT,13994
TXN00300076,ACC091918,TRANSFER,14895
TXN00300077,ACC113458,CREDIT,42279
TXN00300078,ACC027955,TRANSFER,47690
TXN00300079,ACC097241,DEBIT,23629
TXN00300080,ACC094224,DEBIT,49760
TXN00300081,ACC023891,CREDIT,40373
TXN00300082,ACC099718,TRANSFER,573
TXN00300083,ACC083692,DEBIT,34336
TXN00300084,ACC125001,DEBIT,16745
TXN00300085,ACC087546,DEBIT,48874
TXN00300086,ACC045312,UPI,9303
TXN00300087,ACC143211,DEBIT,19966
TXN00300088,ACC066166,TRANSFER,34308
TXN00300089,ACC085215,CREDIT,34050
TXN00300090,ACC065633,CREDIT,19666
TXN00300091,ACC114848,TRANSFER,22165
TXN00300092,ACC056704,UPI,40666
TXN00300093,ACC136145,DEBIT,40737
TXN00300094,ACC131254,CREDIT,5719
TXN00300095,ACC077565,DEBIT,9970
TXN00300096,ACC097241,UPI,23542
TXN00300097,ACC009946,TRANSFER,29002
TXN00300098,ACC065539,TRANSFER,32339
TXN00300099,ACC126665,UPI,45712
TXN00300100,ACC120035,TRANSFER,25803
TXN00300101,ACC116718,UPI,10549
TXN00300102,ACC075288,CREDIT,5476
TXN00300103,ACC028621,DEBIT,40147
TXN00300104,ACC031358,UPI,40158
TXN00300105,ACC061619,UPI,29621
TXN00300106,ACC147825,UPI,41962
TXN00300107,ACC069015,TRANSFER,25316
TXN00300108,ACC034061,TRANSFER,4744
TXN00300109,ACC050553,TRANSFER,30940
TXN00300110,ACC137394,TRANSFER,2556
TXN00300111,ACC028605,CREDIT,37111
TXN00300112,ACC104366,DEBIT,45975
TXN00300113,ACC120803,CREDIT,25384
TXN00300114,ACC135207,UPI,12157
TXN00300115,ACC013560,TRANSFER,19674
TXN00300116,ACC095818,DEBIT,30810
TXN00300117,ACC086175,UPI,33201
TXN00300118,ACC054679,CREDIT,22540
TXN00300119,ACC077300,UPI,48384
TXN00300120,ACC048522,TRANSFER,12127
TXN00300121,ACC039188,DEBIT,27004
TXN00300122,ACC046365,CREDIT,20290
TXN00300123,ACC058120,DEBIT,10448
TXN00300124,ACC116677,CREDIT,27860
TXN00300125,ACC090185,UPI,24613
TXN00300126,ACC063221,TRANSFER,44020
TXN00300127,ACC130212,UPI,13981
TXN00300128,ACC063872,TRANSFER,20726
TXN00300129,ACC076810,DEBIT,43887
TXN00300130,ACC126746,TRANSFER,12519
