transaction_id,account_id,transaction_type,amount
TXN00000001,ACC012407,CREDIT,43
TXN00000002,ACC132911,TRANSFER,5798
TXN00000003,ACC049012,CREDIT,33163
TXN00000004,ACC088137,CREDIT,16753
TXN00000005,ACC076220,UPI,9926
TXN00000006,ACC023878,TRANSFER,36152
TXN00000007,ACC031211,UPI,49211
TXN00000008,ACC059570,CREDIT,42003
TXN00000009,ACC112158,UPI,38564
TXN00000010,ACC055787,CREDIT,40297
TXN00000011,ACC023648,TRANSFER,29569
TXN00000012,ACC102355,DEBIT,44293
TXN00000013,ACC126669,TRANSFER,28776
TXN00000014,ACC133062,UPI,48047
TXN00000015,ACC074789,CREDIT,17731
TXN00000016,ACC089671,TRANSFER,27446
TXN00000017,ACC049528,DEBIT,32207
TXN00000018,ACC010458,UPI,49313
TXN00000019,ACC124151,UPI,945
TXN00000020,ACC002300,DEBIT,46302
TXN00000021,ACC084458,UPI,20835
TXN00000022,ACC051019,CREDIT,36044
TXN00000023,ACC008352,DEBIT,25500
TXN00000024,ACC048195,UPI,34025
TXN00000025,ACC001245,UPI,22048
TXN00000026,ACC057352,TRANSFER,23591
TXN00000027,ACC143758,CREDIT,22683
TXN00000028,ACC001347,CREDIT,40516
TXN00000029,ACC055805,DEBIT,8335
TXN00000030,ACC130387,TRANSFER,13429
TXN00000031,ACC072351,TRANSFER,1659
TXN00000032,ACC120138,UPI,39749
TXN00000033,ACC099057,TRANSFER,39692
TXN00000034,ACC122924,TRANSFER,40557
TXN00000035,ACC054113,TRANSFER,15207
TXN00000036,ACC073410,CREDIT,48203
TXN00000037,ACC119116,TRANSFER,34944
TXN00000038,ACC021046,TRANSFER,33423
TXN00000039,ACC121082,CREDIT,15844
TXN00000040,ACC071506,TRANSFER,8011
TXN00000041,ACC015246,TRANSFER,3945
TXN00000042,ACC105075,DEBIT,26986
TXN00000043,ACC133396,TRANSFER,30935
TXN00000044,ACC071842,CREDIT,39262
TXN00000045,ACC114141,DEBIT,38677
TXN00000046,ACC125149,CREDIT,2969
TXN00000047,ACC123843,TRANSFER,23068
TXN00000048,ACC042078,TRANSFER,32397
TXN00000049,ACC124427,UPI,33082
TXN00000050,ACC037685,DEBIT,11211
TXN00000051,ACC021832,UPI,43774
TXN00000052,ACC050726,TRANSFER,5959
TXN00000053,ACC110887,CREDIT,43814
TXN00000054,ACC119945,CREDIT,2740
TXN00000055,ACC063629,CREDIT,38184
TXN00000056,ACC098276,CREDIT,28498
TXN00000057,ACC023992,DEBIT,7348
TXN00000058,ACC012520,TRANSFER,13702
TXN00000059,ACC063477,CREDIT,16328
TXN00000060,ACC145387,CREDIT,14686
TXN00000061,ACC056351,CREDIT,9545
TXN00000062,ACC119916,CREDIT,16098
TXN00000063,ACC120993,TRANSFER,14799
TXN00000064,ACC135610,CREDIT,15627
TXN00000065,ACC129882,UPI,6200
TXN00000066,ACC123463,CREDIT,13846
