transaction_id,account_id,transaction_type,amount
TXN00100001,ACC042844,DEBIT,9540
TXN00100002,ACC102784,DEBIT,6324
TXN00100003,ACC023380,TRANSFER,28782
TXN00100004,ACC032259,CREDIT,12486
TXN00100005,ACC047412,TRANSFER,211
TXN00100006,ACC031987,UPI,12318
TXN00100007,ACC074506,UPI,102
TXN00100008,ACC015238,CREDIT,28085
TXN00100009,ACC057966,CREDIT,49359
TXN00100010,ACC053935,DEBIT,3561
TXN00100011,ACC131546,CREDIT,37544
TXN00100012,ACC015004,TRANSFER,43244
TXN00100013,ACC024540,UPI,34949
TXN00100014,ACC009232,TRANSFER,30458
TXN00100015,ACC101015,UPI,36424
TXN00100016,ACC000226,CREDIT,26457
TXN00100017,ACC124327,DEBIT,41852
TXN00100018,ACC058840,UPI,38531
TXN00100019,ACC009033,UPI,17094
TXN00100020,ACC130246,CREDIT,23928
TXN00100021,ACC037940,UPI,25738
TXN00100022,ACC032840,UPI,35101
TXN00100023,ACC141997,TRANSFER,40195
TXN00100024,ACC117087,DEBIT,3612
TXN00100025,ACC078091,TRANSFER,343
TXN00100026,ACC044839,UPI,35007
TXN00100027,ACC033047,DEBIT,33381
TXN00100028,ACC104182,TRANSFER,46161
TXN00100029,ACC011817,DEBIT,39082
TXN00100030,ACC104154,CREDIT,2589
TXN00100031,ACC053865,TRANSFER,33455
TXN00100032,ACC004759,TRANSFER,3777
TXN00100033,ACC075879,TRANSFER,48109
TXN00100034,ACC091623,TRANSFER,35485
TXN00100035,ACC146327,DEBIT,1663
TXN00100036,ACC101411,UPI,17118
TXN00100037,ACC015327,CREDIT,40240
TXN00100038,ACC112879,DEBIT,15467
TXN00100039,ACC039429,DEBIT,7471
TXN00100040,ACC100572,DEBIT,22487
TXN00100041,ACC029525,CREDIT,18935
TXN00100042,ACC068020,DEBIT,49663
TXN00100043,ACC031774,CREDIT,42603
TXN00100044,ACC050862,CREDIT,14968
TXN00100045,ACC032777,TRANSFER,28278
TXN00100046,ACC134100,CREDIT,44282
TXN00100047,ACC048186,UPI,14260
TXN00100048,ACC080921,CREDIT,16923
TXN00100049,ACC140138,DEBIT,19962
TXN00100050,ACC116818,TRANSFER,2975
