transaction_id,account_id,transaction_type,amount
TXN01200001,ACC014064,UPI,6363
TXN01200002,ACC110819,DEBIT,12198
TXN01200003,ACC101880,UPI,3856
TXN01200004,ACC139324,DEBIT,7969
TXN01200005,ACC040515,UPI,31068
TXN01200006,ACC005348,DEBIT,104
TXN01200007,ACC064651,TRANSFER,9583
TXN01200008,ACC059736,CREDIT,43265
TXN01200009,ACC015530,UPI,18984
TXN01200010,ACC122296,TRANSFER,47311
TXN01200011,ACC132087,CREDIT,33519
TXN01200012,ACC029644,TRANSFER,29281
TXN01200013,ACC097927,UPI,5577
TXN01200014,ACC057903,UPI,19993
TXN01200015,ACC104971,TRANSFER,11698
TXN01200016,ACC003224,DEBIT,12023
TXN01200017,ACC053164,CREDIT,32974
TXN01200018,ACC072243,CREDIT,17371
TXN01200019,ACC048960,UPI,6964
TXN01200020,ACC067009,DEBIT,16772
TXN01200021,ACC002317,CREDIT,12069
TXN01200022,ACC116497,CREDIT,14672
TXN01200023,ACC022569,CREDIT,22466
TXN01200024,ACC030062,TRANSFER,20399
TXN01200025,ACC095446,CREDIT,49201
TXN01200026,ACC135692,CREDIT,44654
TXN01200027,ACC070745,CREDIT,40251
TXN01200028,ACC111807,UPI,23398
TXN01200029,ACC148374,DEBIT,39166
TXN01200030,ACC105740,DEBIT,6031
TXN01200031,ACC030839,UPI,33723
TXN01200032,ACC022091,DEBIT,47639
TXN01200033,ACC149840,TRANSFER,43547
TXN01200034,ACC065300,UPI,34547
TXN01200035,ACC076317,CREDIT,45702
TXN01200036,ACC093057,TRANSFER,36493
TXN01200037,ACC079105,DEBIT,6818
TXN01200038,ACC077049,TRANSFER,27619
TXN01200039,ACC123759,UPI,11975
TXN01200040,ACC075232,UPI,31827
TXN01200041,ACC052821,TRANSFER,15446
TXN01200042,ACC057837,CREDIT,32812
TXN01200043,ACC067653,UPI,12358
TXN01200044,ACC011705,UPI,45956
TXN01200045,ACC054257,UPI,17091
TXN01200046,ACC088007,CREDIT,23652
TXN01200047,ACC142367,TRANSFER,21736
TXN01200048,ACC087685,CREDIT,7243
TXN01200049,ACC107249,DEBIT,1960
