transaction_id,account_id,transaction_type,amount
TXN00600001,ACC107385,DEBIT,25021
TXN00600002,ACC097016,UPI,12879
TXN00600003,ACC008838,CREDIT,46663
TXN00600004,ACC120560,CREDIT,30592
TXN00600005,ACC034090,CREDIT,16617
TXN00600006,ACC100965,CREDIT,9699
TXN00600007,ACC114732,DEBIT,38629
TXN00600008,ACC014647,TRANSFER,24608
TXN00600009,ACC125542,DEBIT,12567
TXN00600010,ACC000057,CREDIT,32996
TXN00600011,ACC094200,TRANSFER,40197
TXN00600012,ACC017183,TRANSFER,36387
TXN00600013,ACC074658,UPI,10170
TXN00600014,ACC128472,CREDIT,3791
TXN00600015,ACC144349,TRANSFER,20823
TXN00600016,ACC085793,TRANSFER,46250
TXN00600017,ACC126572,DEBIT,36499
TXN00600018,ACC039067,UPI,16765
TXN00600019,ACC041911,TRANSFER,23558
TXN00600020,ACC062867,CREDIT,35706
TXN00600021,ACC002887,TRANSFER,26321
TXN00600022,ACC002180,CREDIT,29876
TXN00600023,ACC066772,TRANSFER,38803
TXN00600024,ACC033664,TRANSFER,9356
TXN00600025,ACC051770,CREDIT,3179
TXN00600026,ACC054643,CREDIT,44362
TXN00600027,ACC057305,CREDIT,49091
TXN00600028,ACC077351,CREDIT,41442
TXN00600029,ACC110277,DEBIT,43154
TXN00600030,ACC001697,CREDIT,26409
TXN00600031,ACC051081,DEBIT,10480
TXN00600032,ACC054332,TRANSFER,645
TXN00600033,ACC069844,TRANSFER,42875
TXN00600034,ACC012083,TRANSFER,9377
TXN00600035,ACC039399,TRANSFER,22260
TXN00600036,ACC044714,TRANSFER,19494
TXN00600037,ACC147137,DEBIT,6572
TXN00600038,ACC016574,DEBIT,41841
TXN00600039,ACC079722,UPI,7061
TXN00600040,ACC028498,TRANSFER,49555
TXN00600041,ACC091554,UPI,41918
TXN00600042,ACC122631,UPI,22534
TXN00600043,ACC093111,UPI,12771
TXN00600044,ACC091788,CREDIT,5012
TXN00600045,ACC002688,CREDIT,25507
TXN00600046,ACC100757,UPI,11192
TXN00600047,ACC033598,TRANSFER,5424
TXN00600048,ACC015859,CREDIT,27979
TXN00600049,ACC143013,TRANSFER,5498
TXN00600050,ACC145315,DEBIT,2938
TXN00600051,ACC126091,UPI,1350
TXN00600052,ACC049932,DEBIT,48134
TXN00600053,ACC025705,DEBIT,37250
TXN00600054,ACC148504,TRANSFER,8476
TXN00600055,ACC003680,UPI,39904
TXN00600056,ACC131367,CREDIT,3562
TXN00600057,ACC046169,TRANSFER,9229
TXN00600058,ACC101143,TRANSFER,30394
TXN00600059,ACC054869,CREDIT,4308
TXN00600060,ACC053649,TRANSFER,22230
TXN00600061,ACC049510,CREDIT,49919
TXN00600062,ACC030909,TRANSFER,22283
TXN00600063,ACC021186,UPI,29763
TXN00600064,ACC143369,TRANSFER,46593
TXN00600065,ACC136775,UPI,38526
TXN00600066,ACC101733,TRANSFER,12962
TXN00600067,ACC005161,TRANSFER,14045
TXN00600068,ACC134575,DEBIT,8749
TXN00600069,ACC102612,UPI,9623
TXN00600070,ACC035993,DEBIT,15715
TXN00600071,ACC025893,TRANSFER,33947
TXN00600072,ACC070300,TRANSFER,19637
TXN00600073,ACC058397,DEBIT,35191
TXN00600074,ACC116966,TRANSFER,13500
TXN00600075,ACC001230,DEBIT,15508
TXN00600076,ACC016700,TRANSFER,11388
TXN00600077,ACC006158,DEBIT,16319
TXN00600078,ACC061030,UPI,11568
TXN00600079,ACC082305,UPI,13447
TXN00600080,ACC071103,DEBIT,18617
TXN00600081,ACC147028,CREDIT,42380
TXN00600082,ACC130732,UPI,17425
TXN00600083,ACC148095,DEBIT,516
TXN00600084,ACC148975,UPI,38896
TXN00600085,ACC022158,TRANSFER,15373
TXN00600086,ACC143880,TRANSFER,621
TXN00600087,ACC112257,UPI,33727
TXN00600088,ACC004359,DEBIT,12721
TXN00600089,ACC000568,CREDIT,14327
TXN00600090,ACC049601,CREDIT,11763
TXN00600091,ACC003009,TRANSFER,45651
TXN00600092,ACC137800,DEBIT,1322
TXN00600093,ACC056679,TRANSFER,34577
TXN00600094,ACC093340,UPI,680
TXN00600095,ACC147841,UPI,39175
TXN00600096,ACC005362,UPI,14952
TXN00600097,ACC055685,CREDIT,34952
TXN00600098,ACC143040,TRANSFER,3388
TXN00600099,ACC027105,TRANSFER,23981
TXN00600100,ACC017942,UPI,10676
TXN00600101,ACC034919,TRANSFER,11626
TXN00600102,ACC003521,CREDIT,16475
TXN00600103,ACC030496,CREDIT,49478
TXN00600104,ACC022592,DEBIT,34094
TXN00600105,ACC117132,UPI,33591
TXN00600106,ACC043213,DEBIT,16249
TXN00600107,ACC042658,CREDIT,15591
TXN00600108,ACC082542,CREDIT,23912
TXN00600109,ACC051212,UPI,43027
TXN00600110,ACC062541,UPI,27345
TXN00600111,ACC111464,UPI,25262
TXN00600112,ACC122132,DEBIT,43744
TXN00600113,ACC000824,UPI,21907
TXN00600114,ACC142836,CREDIT,811
TXN00600115,ACC066559,DEBIT,12606
TXN00600116,ACC145999,DEBIT,10626
TXN00600117,ACC080771,UPI,44242
TXN00600118,ACC083384,UPI,13721
TXN00600119,ACC050086,CREDIT,18768
TXN00600120,ACC072398,CREDIT,18110
TXN00600121,ACC091380,DEBIT,36573
TXN00600122,ACC028687,UPI,31266
TXN00600123,ACC128127,TRANSFER,48891
TXN00600124,ACC007421,DEBIT,18989
TXN00600125,ACC043769,DEBIT,20296
TXN00600126,ACC039411,CREDIT,33745
TXN00600127,ACC027243,CREDIT,19046
TXN00600128,ACC065369,CREDIT,27261
TXN00600129,ACC076593,TRANSFER,34906
TXN00600130,ACC007812,CREDIT,42161
TXN00600131,ACC064806,DEBIT,9485
TXN00600132,ACC019158,CREDIT,15801
TXN00600133,ACC119785,UPI,14758
TXN00600134,ACC084180,UPI,29789
TXN00600135,ACC057322,DEBIT,5183
TXN00600136,ACC066893,DEBIT,35325
TXN00600137,ACC042736,CREDIT,44363
TXN00600138,ACC004983,UPI,21173
TXN00600139,ACC016018,DEBIT,14194
TXN00600140,ACC120506,CREDIT,23600
TXN00600141,ACC070514,TRANSFER,36637
TXN00600142,ACC050107,CREDIT,12533
TXN00600143,ACC124535,UPI,38616
TXN00600144,ACC129083,UPI,19559
TXN00600145,ACC122803,TRANSFER,14661
TXN00600146,ACC142955,UPI,22353
TXN00600147,ACC117582,UPI,10566
TXN00600148,ACC044875,DEBIT,14805
TXN00600149,ACC002314,CREDIT,2660
TXN00600150,ACC013175,TRANSFER,17825
TXN00600151,ACC144626,TRANSFER,6144
TXN00600152,ACC024766,TRANSFER,18683
TXN00600153,ACC044549,CREDIT,47530
TXN00600154,ACC126308,DEBIT,7940
TXN00600155,ACC137718,UPI,28736
