transaction_id,account_id,transaction_type,amount
TXN01900001,ACC136553,DEBIT,19510
TXN01900002,ACC026926,CREDIT,45167
TXN01900003,ACC068237,UPI,33086
TXN01900004,ACC079567,TRANSFER,44518
TXN01900005,ACC117502,UPI,37921
TXN01900006,ACC040033,CREDIT,6284
TXN01900007,ACC079069,UPI,353
TXN01900008,ACC022853,TRANSFER,25634
TXN01900009,ACC015359,UPI,23394
TXN01900010,ACC119342,DEBIT,27034
TXN01900011,ACC030116,UPI,36657
TXN01900012,ACC043531,TRANSFER,17230
TXN01900013,ACC080562,TRANSFER,48837
TXN01900014,ACC129030,DEBIT,7311
TXN01900015,ACC033664,TRANSFER,36780
TXN01900016,ACC147551,DEBIT,20705
TXN01900017,ACC061252,CREDIT,12329
TXN01900018,ACC020883,UPI,23291
TXN01900019,ACC035182,TRANSFER,41452
TXN01900020,ACC094532,DEBIT,13567
TXN01900021,ACC008655,TRANSFER,5677
TXN01900022,ACC115572,CREDIT,11138
TXN01900023,ACC090561,UPI,25052
TXN01900024,ACC006313,TRANSFER,15851
TXN01900025,ACC030609,UPI,26763
TXN01900026,ACC016420,TRANSFER,44277
TXN01900027,ACC121051,CREDIT,11414
TXN01900028,ACC044699,UPI,1945
TXN01900029,ACC099316,TRANSFER,28202
TXN01900030,ACC059689,UPI,43554
TXN01900031,ACC074354,TRANSFER,10086
TXN01900032,ACC024686,CREDIT,30326
TXN01900033,ACC049849,UPI,15299
TXN01900034,ACC007610,UPI,12673
TXN01900035,ACC104967,TRANSFER,2149
TXN01900036,ACC145314,TRANSFER,23430
TXN01900037,ACC115986,TRANSFER,39015
TXN01900038,ACC066752,CREDIT,37196
TXN01900039,ACC060445,DEBIT,3350
TXN01900040,ACC057457,DEBIT,28025
TXN01900041,ACC118609,CREDIT,34792
TXN01900042,ACC081053,TRANSFER,15832
TXN01900043,ACC030582,UPI,26042
TXN01900044,ACC064721,UPI,3102
TXN01900045,ACC045204,DEBIT,15601
TXN01900046,ACC089867,UPI,19397
TXN01900047,ACC071888,UPI,19045
TXN01900048,ACC032175,CREDIT,14945
TXN01900049,ACC127055,TRANSFER,45832
