transaction_id,account_id,transaction_type,amount
TXN00700001,ACC128743,CREDIT,13449
TXN00700002,ACC110939,TRANSFER,20163
TXN00700003,ACC037879,TRANSFER,16072
TXN00700004,ACC143396,CREDIT,10707
TXN00700005,ACC105674,TRANSFER,28371
TXN00700006,ACC104635,CREDIT,43183
TXN00700007,ACC049071,TRANSFER,16920
TXN00700008,ACC008613,CREDIT,21936
TXN00700009,ACC061846,DEBIT,19247
TXN00700010,ACC081534,DEBIT,25902
TXN00700011,ACC070299,CREDIT,8602
TXN00700012,ACC139982,DEBIT,30031
TXN00700013,ACC078394,UPI,18909
TXN00700014,ACC117543,TRANSFER,30333
TXN00700015,ACC042507,TRANSFER,24761
TXN00700016,ACC037259,UPI,6468
TXN00700017,ACC003765,DEBIT,44559
TXN00700018,ACC101461,UPI,13262
TXN00700019,ACC146725,CREDIT,28653
TXN00700020,ACC073288,DEBIT,31338
TXN00700021,ACC032697,DEBIT,18719
TXN00700022,ACC118091,DEBIT,9363
TXN00700023,ACC118665,DEBIT,42252
TXN00700024,ACC050316,TRANSFER,14593
TXN00700025,ACC061235,DEBIT,10927
TXN00700026,ACC062099,CREDIT,7194
TXN00700027,ACC043658,DEBIT,1434
TXN00700028,ACC024211,CREDIT,3852
TXN00700029,ACC009651,CREDIT,37834
TXN00700030,ACC059662,DEBIT,40484
TXN00700031,ACC035243,TRANSFER,31947
TXN00700032,ACC134538,DEBIT,14519
TXN00700033,ACC061292,UPI,34272
TXN00700034,ACC000259,TRANSFER,39936
TXN00700035,ACC071335,DEBIT,5233
TXN00700036,ACC103807,UPI,17456
TXN00700037,ACC084606,TRANSFER,7032
TXN00700038,ACC050977,CREDIT,19200
TXN00700039,ACC086529,DEBIT,14784
TXN00700040,ACC096286,CREDIT,15740
TXN00700041,ACC001136,CREDIT,25205
TXN00700042,ACC022820,CREDIT,22086
TXN00700043,ACC025843,DEBIT,7919
TXN00700044,ACC013869,DEBIT,39174
TXN00700045,ACC035858,TRANSFER,20053
TXN00700046,ACC039210,TRANSFER,26275
TXN00700047,ACC033465,CREDIT,15231
TXN00700048,ACC050242,TRANSFER,19454
TXN00700049,ACC097741,UPI,12084
TXN00700050,ACC100120,UPI,32256
TXN00700051,ACC131928,UPI,8850
TXN00700052,ACC131624,CREDIT,28695
TXN00700053,ACC094089,TRANSFER,10495
TXN00700054,ACC117191,UPI,28836
TXN00700055,ACC103230,DEBIT,31774
TXN00700056,ACC030070,CREDIT,23506
TXN00700057,ACC028356,TRANSFER,37561
TXN00700058,ACC067368,CREDIT,12384
TXN00700059,ACC083817,UPI,37407
TXN00700060,ACC141652,CREDIT,13995
TXN00700061,ACC032546,TRANSFER,34315
TXN00700062,ACC063227,TRANSFER,13973
TXN00700063,ACC056954,DEBIT,27777
TXN00700064,ACC062891,CREDIT,23991
TXN00700065,ACC129765,DEBIT,23677
TXN00700066,ACC008482,CREDIT,3143
TXN00700067,ACC013660,DEBIT,14362
TXN00700068,ACC118755,CREDIT,23819
TXN00700069,ACC097140,DEBIT,1959
TXN00700070,ACC046398,DEBIT,36590
TXN00700071,ACC103495,CREDIT,28770
TXN00700072,ACC107174,TRANSFER,2473
TXN00700073,ACC116029,TRANSFER,5233
TXN00700074,ACC086730,UPI,10630
