transaction_id,account_id,transaction_type,amount
TXN01700001,ACC123477,DEBIT,6321
TXN01700002,ACC074894,CREDIT,28954
TXN01700003,ACC050153,UPI,30623
TXN01700004,ACC103280,CREDIT,10773
TXN01700005,ACC001456,TRANSFER,48532
TXN01700006,ACC140788,CREDIT,5164
TXN01700007,ACC020904,CREDIT,48302
TXN01700008,ACC030385,DEBIT,5568
TXN01700009,ACC083234,DEBIT,48810
TXN01700010,ACC033601,DEBIT,40044
TXN01700011,ACC145354,TRANSFER,12860
TXN01700012,ACC059819,DEBIT,28330
TXN01700013,ACC026978,TRANSFER,40803
TXN01700014,ACC086158,UPI,15390
TXN01700015,ACC091209,DEBIT,39974
TXN01700016,ACC005986,TRANSFER,27115
TXN01700017,ACC042868,TRANSFER,45678
TXN01700018,ACC085022,CREDIT,46986
TXN01700019,ACC044300,UPI,12363
TXN01700020,ACC003421,CREDIT,29815
TXN01700021,ACC013883,DEBIT,42107
TXN01700022,ACC062773,DEBIT,38313
TXN01700023,ACC066276,DEBIT,45953
TXN01700024,ACC114349,UPI,4769
TXN01700025,ACC136244,TRANSFER,32175
TXN01700026,ACC146478,DEBIT,16724
TXN01700027,ACC028482,DEBIT,48070
TXN01700028,ACC034886,CREDIT,21522
TXN01700029,ACC094255,TRANSFER,8924
TXN01700030,ACC006135,TRANSFER,32291
TXN01700031,ACC111056,UPI,9084
TXN01700032,ACC060582,TRANSFER,16350
TXN01700033,ACC098616,UPI,2415
TXN01700034,ACC014689,CREDIT,23789
TXN01700035,ACC013637,TRANSFER,3826
TXN01700036,ACC090480,CREDIT,30274
TXN01700037,ACC044635,CREDIT,47388
TXN01700038,ACC008141,CREDIT,43550
TXN01700039,ACC111475,UPI,16579
TXN01700040,ACC105840,CREDIT,19337
TXN01700041,ACC133011,DEBIT,35132
TXN01700042,ACC028782,DEBIT,40409
TXN01700043,ACC095869,CREDIT,26659
TXN01700044,ACC096950,DEBIT,37061
TXN01700045,ACC126703,UPI,22763
TXN01700046,ACC096735,CREDIT,27199
TXN01700047,ACC089533,CREDIT,14882
TXN01700048,ACC143164,UPI,46350
TXN01700049,ACC118894,UPI,37886
TXN01700050,ACC025340,DEBIT,15698
TXN01700051,ACC044166,UPI,47278
TXN01700052,ACC052012,CREDIT,8316
TXN01700053,ACC018299,DEBIT,48308
TXN01700054,ACC081195,CREDIT,1403
